CarID,Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
-301,mercedes, A Class,Automatic,Diesel,2019.0,2633.0,145.0,62.8,1.5,56.0,2.0,23495
2140,Mercedes, SLK,,Petrol,2013.0,43150.0,200.0,43.5,1.8,68.0,4.0,12995
444,VW, Up,Manual,Petrol,2015.0,12877.0,20.0,62.8,0.1864248827577972,58.0,1.0,6600
-551,Opel, Corsa,Manual,Petro,,100.0,145.0,43.5,1.4,63.0,0.0,9990
754,Ford, Focus,Manual,Petrol,2017.0,25459.0,,60.1,1.0,65.0,2.0,10900
1737,Opel, Mokka X,Manual,Petrol,2019.0,15262.0,145.0,39.2,1.4,83.0,0.0,12498
-581,Mercedes, C Class,SEMI-AUTO,Petrol,2016.0,24137.0,125.0,51.4,2.0,56.0,3.0,19999
311,BMW, 4 Series,Semi-Auto,Diesel,2014.0,25276.0,145.0,56.5,2.0,78.0,4.0,16995
548,VW, amarok,Automatic,Diesel,2018.0,12447.0,260.0,36.2,3.0,90.0,4.0,25498
3433,VW, Polo,Manual,Petrol,2018.0,10839.0,150.0,,1.0,31.0,2.0,11995
-466,Audi, RS5,AUTOMATIC,Petrol,2017.0,8966.0,145.0,9.821461970493658,2.9,49.0,1.0,43996
306,Ford, Fiesta,Manual,Petrol,2018.0,10872.0,150.0,65.7,1.0,42.0,0.0,11795
2335,Audi, A4,Semi-Auto,Diesel,2016.0,53339.0,30.0,61.4,2.0,47.0,0.0,17862
694,Toyota, Yaris,Automatic,Petrol,2019.0,10010.0,145.0,47.9,1.5,82.0,0.0,13495
2356,Opel, Crossland X,Manual,Diesel,2019.0,3000.0,145.0,60.1,1.5,37.0,3.0,14995
1927,VW, T-Roc,Manual,Petrol,2018.0,10202.0,145.0,53.3,1.5,53.0,2.0,20499
3980,Ford, Focus,Manual,Diesel,2015.0,58655.0,20.0,67.3,2.0,31.0,2.0,11495
749,Mercedes, A Class,Semi-Auto,Diesel,2015.0,32230.0,,68.9,1.5,67.0,0.0,13022
2753,BMW, X6,Semi-Auto,Petrol,2019.0,1402.0,145.0,26.4,3.0,43.0,0.0,69993
1266,Audi, A3,Manual,Petrol,,22364.0,30.0,58.9,1.4,42.0,0.0,14499
-452,FORD, Ka+,Manual,Petrol,2019.0,4150.0,150.0,47.9,1.2,77.0,1.0,9995
-299,For, Fiesta,Manual,,2016.0,46000.0,0.0,65.7,1.0,88.0,2.0,8990
3948,Hyundai, Santa Fe,Semi-Auto,Diesel,2019.0,6918.0,145.0,39.2,2.2,76.0,1.0,35995
970,Mercedes, GLC Class,Semi-Auto,Diesel,2018.0,26500.0,145.0,56.5,2.1,40.0,0.0,29062
13,Opel, Astra,Manual,Diesel,2016.0,27411.0,20.0,72.4,1.6,32.0,4.0,9100
873,Toyota, Yaris,Manual,Petrol,2017.0,14020.0,145.0,58.9,1.5,61.0,2.0,10298
808,BMW, 3 Series,Automatic,Diesel,2016.0,74000.0,30.0,64.2,2.0,53.0,0.0,13495
514,VW, Golf,Manual,Diesel,2014.0,67000.0,20.0,67.3,2.0,78.0,4.0,12450
-119,BMW, 4 Series,emi-Auto,Diesel,2019.0,5452.0,150.0,60.1,2.0,91.0,3.0,27661
409,VW, golf,Manual,Diesel,2017.0,21444.0,20.0,68.9,2.0,34.0,3.0,14990
2887,Mercedes, A Class,Automatic,Diesel,2016.0,45000.0,20.0,,2.1,,1.0,15000
3881,Hyundai, I10,Manual,Petrol,2018.0,14788.0,150.0,60.1,1.0,57.0,0.0,7200
207,Toyota, Yaris,Automatic,Hybrid,2017.0,24683.0,135.0,76.3,1.5,58.0,0.0,12795
-327,Opel, Adam,Manual,Petro,2014.0,33034.0,125.0,53.3,1.2,65.0,1.0,5000
458,BMW, 5 Series,Semi-Auto,Diesel,2019.0,4971.0,145.0,55.4,2.0,90.0,3.0,36500
3665,Hyundai, Tucson,Manual,Petrol,2018.0,9046.0,145.0,44.8,1.6,87.0,2.0,15691
2430,BMW, 3 Series,,Diesel,2017.0,34298.0,30.0,64.2,2.0,82.0,4.0,15500
-514,BMW, X4,Automatic,iesel,2017.0,23604.0,150.0,54.3,2.0,33.0,0.0,23900
3767,Mercedes, C Class,Manual,Diesel,2015.0,42785.0,20.0,68.9,2.1,33.0,3.0,14999
-594,BMW, 2 series,Automatic,Diese,2019.0,6500.0,145.0,46.3,2.0,48.0,2.0,25995
3426,VW, Sharan,Semi-Auto,Diesel,2016.0,20041.0,145.0,54.3,2.0,91.0,3.0,18400
1883,BMW, Z4,Manual,Petrol,,114000.0,260.0,37.7,2.0,62.0,3.0,3595
1713,Skoda, Kamiq,Semi-Auto,Petrol,2019.0,3160.0,145.0,44.1,1.5,74.0,1.0,17995
-20,vw, Tiguan,Semi-Auto,Diesel,,1438.0,145.0,45.6,2.0,42.0,1.0,29995
2880,Hyundai, I10,Manual,,2019.0,100.0,145.0,49.6,1.0,56.0,1.0,10220
552,Opel,,Manual,Diesel,2016.0,36283.0,30.0,65.7,1.6,,3.0,10500
1439,VW, Polo,Automatic,Petrol,2020.0,3345.0,145.0,46.3,1.0,54.0,0.0,19750
2270,Mercedes, GLA Class,Semi-Auto,Diesel,2019.0,14342.0,145.0,67.3,2.1,84.0,1.0,22699
-399,Skoda, Kodia,automatic,Petrol,2019.0,14971.0,145.0,34.0,1.5,78.0,4.0,21798
1925,Ford, Kuga,Manual,Diesel,2016.0,,,60.1,2.0,50.0,3.0,11299
634,Ford, Mondeo,Manual,Diesel,2014.0,57304.0,20.0,65.7,,46.0,3.0,5995
-421,Mercedes, E Class,Semi-Auto,Diese,2019.0,7743.0,145.0,38.2,3.0,81.0,3.0,42649
316,VW, Up,Manual,Petrol,2018.0,13389.0,150.0,64.2,1.0,90.0,3.0,8400
3655,Toyota, Aygo,Manual,Petrol,2017.0,9092.0,0.0,,1.0,68.0,1.0,6890
-328,oyota, Verso,Manual,Petrol,2017.0,23161.0,150.0,41.5,1.6,88.0,4.0,11998
1328,Skoda, Scala,Semi-Auto,Petrol,2020.0,3569.0,145.0,47.1,1.0,40.0,0.0,16990
427,Opel, Mokka X,Manual,Petrol,2019.0,11454.0,145.0,39.2,1.4,32.0,0.0,12298
3347,Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017.0,22929.0,125.0,51.4,1.2,50.0,0.0,12860
105,Ford, Kuga,Manual,Diesel,2017.0,14621.0,145.0,,2.0,93.0,4.0,15000
142,VW, Up,Manual,Petrol,2018.0,15367.0,145.0,64.2,1.0,85.0,3.0,9000
2169,Hyundai, Tucson,Semi-Auto,Petrol,2019.0,29986.0,150.0,35.8,1.6,66.0,4.0,20991
2825,Mercedes, C Class,Semi-Auto,Diesel,2016.0,31360.0,20.0,64.2,2.1,,4.0,16390
-73,Ford, Fiesta,Manua,Petrol,2018.0,24953.0,145.0,56.5,1.0,80.0,1.0,10160
2241,Audi, A5,,Petrol,2019.0,1000.0,145.0,,2.0,55.0,4.0,29500
3540,VW, Polo,Manual,Petrol,2019.0,6401.0,150.0,49.6,1.0,87.0,3.0,15995
2163,Ford, MONDEO,Manual,Diesel,2015.0,30753.0,0.0,78.5,1.5,32.0,0.0,9995
2636,VW, Golf,Automatic,Petrol,2019.0,4500.0,145.0,32.8,2.0,59.0,2.0,29999
1949,Opel, Mokka X,Manual,Petrol,2017.0,29576.0,200.0,42.2,1.6,54.0,1.0,10995
1768,VW, Arteon,Semi-Auto,Diesel,2020.0,1209.0,145.0,50.4,2.0,62.0,3.0,30490
2272,Ford, Focus,Manual,Diesel,2016.0,35286.0,0.0,74.3,1.5,39.0,1.0,9995
1,Toyota, RAV4,Manual,Diesel,2017.0,61000.0,150.0,60.1,2.0,82.0,2.0,14450
-85,TOYOTA, Yaris,manual,Petrol,2007.0,63400.0,160.0,47.1,1.3,75.0,4.0,2995
-560,BMW, 3 Series,semi-auto,Diesel,2017.0,25000.0,30.0,-43.42176751067029,2.0,43.0,0.0,18612
1951,, M,Semi-Auto,Petrol,2017.0,10950.0,145.0,,3.0,57.0,4.0,36595
3471,BMW, X3,Automatic,Diesel,2015.0,77120.0,,54.3,2.0,93.0,0.0,13985
3789,Toyota, Yaris,Manual,Petrol,2017.0,24868.0,30.0,58.0,1.3,33.0,1.0,8498
2720,Mercedes, C Class,Automatic,Diesel,2019.0,10637.0,150.0,64.2,2.0,53.0,4.0,24790
-248,Mercedes, C Class,Automatic,DIESEL,2019.0,3500.0,,,2.0,59.0,2.0,31495
1109,Mercedes, E Class,Automatic,Diesel,2016.0,24267.0,145.0,54.3,,86.0,3.0,19299
3041,Audi, Q3,Semi-Auto,Diesel,2013.0,40510.0,200.0,47.9,2.0,95.0,4.0,13700
591,Opel, Mokka X,Manual,Petrol,2018.0,19948.0,,47.1,1.4,95.0,1.0,11381
1695,Skoda, Citigo,Manual,Petrol,2016.0,17646.0,20.0,62.8,1.0,72.0,3.0,6585
3639,Skoda, Fabia,Manual,Petrol,2016.0,36850.0,20.0,60.1,,50.0,3.0,8499
-539,VW, GOLF,Semi-Auto,Petro,2019.0,6212.0,145.0,45.6,1.5,65.0,0.0,20400
1576,Opel, Insignia,Manual,Diesel,2017.0,23184.0,145.0,65.7,1.6,60.0,4.0,12498
3351,Toyota, yaris,Manual,Petrol,2017.0,14361.0,145.0,58.9,1.5,91.0,4.0,10590
213,Mercedes, E Class,Semi-Auto,Diesel,,17360.0,145.0,51.4,3.0,70.0,4.0,23462
778,Skoda, Superb,Semi-Auto,Diesel,2017.0,16726.0,150.0,,2.0,91.0,2.0,19361
3702,Ford, Focus,Semi-Auto,Petrol,2017.0,23361.0,145.0,51.4,1.0,49.0,2.0,11498
-386,Ford, Focus,anual,Petrol,2018.0,12900.0,145.0,60.1,1.0,86.0,4.0,15490
2043,BMW, 3 Series,Semi-Auto,Diesel,2017.0,40010.0,150.0,49.6,3.0,74.0,1.0,23990
-175,, Golf,manual,Petrol,2019.0,3717.0,145.0,45.6,1.5,69.0,0.0,19998
-336,Mercedes, GLS Class,Automati,Diesel,2017.0,25237.0,305.0,37.2,3.0,95.0,0.0,38459
3226,Skoda, Yeti,Manual,Petrol,2014.0,13593.0,165.0,46.3,1.2,33.0,1.0,11000
1567,, Mokka,Manual,Diesel,2016.0,18109.0,20.0,68.9,1.6,47.0,2.0,9299
-388,Ford, Kuga,Manual,diesel,2019.0,50.0,145.0,38.2,2.0,77.0,0.0,20495
-343,Hyundai, I30,Manual,PETROL,2019.0,1790.0,150.0,34.0,2.0,67.0,3.0,23000
3039,Mercedes, CL Class,Semi-Auto,Petrol,2019.0,101.0,145.0,,1.3,61.0,0.0,28929
-532,VW, T-Roc,Manual,Diesel,2019.0,896.0,150.0,50.4,2.0,125.36650692319192,4.0,23979
1343,Toyota, Aygo,Manual,Petrol,2019.0,2839.0,145.0,57.7,1.0,52.0,4.0,9800
2013,Opel, Zafira Tourer,Manual,Diesel,2015.0,84280.0,20.0,,1.6,56.0,1.0,6795
273,BMW, 2 Series,Semi-Auto,Petrol,2020.0,1743.0,150.0,50.4,1.5,57.0,3.0,23990
71,Audi, A1,Manual,Petrol,2019.0,1308.0,145.0,47.9,1.0,30.0,2.0,19490
3290,Mercedes, GLA Class,Semi-Auto,Diesel,2017.0,36414.0,30.0,64.2,2.1,87.0,2.0,16990
1087,VW,Golf SV,Manual,Diesel,2017.0,9761.0,20.0,,1.6,92.0,0.0,12950
394,, Q3,Manual,Petrol,2019.0,5000.0,145.0,40.9,1.5,36.0,0.0,24990
583,Skoda, Karoq,,Diesel,2019.0,6000.0,145.0,42.8,2.0,42.0,3.0,26490
1367,Opel, Cors,Manual,Petrol,2018.0,20487.0,145.0,,1.4,81.0,3.0,9340
-588,For, Focus,Automatic,Petrol,2019.0,13895.0,,,1.0,95.0,2.0,17500
3463,BMW, 1 Series,Manual,Petrol,2019.0,5623.0,145.0,52.3,1.5,74.0,1.0,18999
2548,Opel, astra,Manual,Petrol,2016.0,24426.0,125.0,51.4,1.4,34.0,4.0,8298
3492,Mercedes, GLC Class,Semi-Auto,Diesel,2018.0,27297.0,145.0,56.5,2.1,50.0,4.0,25980
-507,Aud, A5,Semi-Auto,Petrol,2020.0,3000.0,145.0,40.4,2.0,94.0,0.0,31246
-405,Skoda, Octavia,manual,Petrol,2019.0,13135.0,145.0,60.1,1.0,69.0,0.0,13000
3386,Mercedes, E Class,Semi-Auto,Diesel,2017.0,24046.0,30.0,65.7,2.0,77.0,2.0,19490
3064,Toyota, Yaris,Automatic,Hybrid,2019.0,3471.0,135.0,76.3,1.5,32.0,1.0,17990
1763,Mercedes, E Class,Automatic,Diesel,2016.0,36998.0,160.0,,3.0,61.0,3.0,18795
3904,Hyundai, Ioniq,Automatic,Hybrid,2017.0,22293.0,0.0,78.5,1.6,43.0,4.0,15780
1259,Skoda, Fabia,Manual,Petrol,2018.0,16213.0,145.0,,1.0,58.0,0.0,8485
-171,ord, Focus,Manual,Petrol,2019.0,6220.0,,,1.0,34.0,0.0,16000
2253,Opel, Astra,Manual,,2018.0,12800.0,145.0,83.1,1.6,84.0,0.0,12495
2781,Ford, B-MAX,Manual,Petrol,2018.0,,145.0,55.4,1.0,72.0,0.0,11989
526,BMW, 5 series,Automatic,Diesel,2017.0,28762.0,30.0,,2.0,91.0,3.0,15750
377,Ford, Focus,Manual,Diesel,2019.0,10857.0,145.0,74.3,1.5,88.0,1.0,17725
1559,BMW, 1 Series,Automatic,Diesel,2019.0,9399.0,,70.6,2.0,60.0,3.0,16995
3232,Audi, Q7,Semi-Auto,Diesel,2017.0,45000.0,145.0,39.2,4.0,51.0,0.0,47000
1963,Mercedes, A Class,Automatic,Diesel,2017.0,,20.0,,2.1,55.0,1.0,17498
-359,Hyundai, I800,Manual,iesel,2019.0,1200.0,145.0,31.7,2.5,85.0,4.0,23995
348,Mercedes, C Class,Semi-Auto,Diesel,2018.0,8793.0,145.0,57.7,2.0,85.0,2.0,26395
2434,Opel, Astra,Manual,Diesel,2019.0,5468.0,145.0,58.9,1.6,71.0,4.0,14694
2246,VW, polo,Manual,Petrol,2015.0,28552.0,20.0,60.1,1.2,56.0,3.0,8699
-535,BMW, 3 Series,utomatic,Diesel,2017.0,24472.0,30.0,62.8,2.0,39.0,0.0,19499
1709,Mercedes, A Class,Semi-Auto,Diesel,2019.0,487.0,145.0,65.7,1.5,61.0,0.0,26099
1050,VW, Polo,Manual,Petrol,2019.0,13554.0,150.0,48.7,1.0,32.0,3.0,12690
590,Mercedes, SL CLASS,Semi-Auto,Petrol,2019.0,8000.0,150.0,47.1,2.0,93.0,3.0,29995
519,Ford, B-MAX,Manual,Petrol,2013.0,43000.0,30.0,55.4,1.0,59.0,1.0,5995
-136,AUDI, A,Manual,Diesel,2016.0,51109.0,30.0,67.3,2.0,50.0,2.0,15472
-442,HYUNDAI, I30,Manual,etrol,2017.0,15814.0,145.0,,1.4,92.0,0.0,12400
2477,Audi, A4,Semi-Auto,Diesel,2019.0,9000.0,150.0,,2.0,80.0,0.0,29990
1083,BMW, 1 Series,Automatic,Diesel,2005.0,63547.0,265.0,42.8,2.0,95.0,3.0,3795
3126,Audi, Q3,Semi-Auto,Diesel,2015.0,18776.0,150.0,55.4,2.0,76.0,0.0,16490
-396,ord, Fiesta,Manual,Petrol,2018.0,28138.0,145.0,,1.0,70.0,1.0,10990
-152,Ford, Fiesta,Manual,Petrol,2018.0,34486.0,150.0,65.7,1.0,36.0,6.258230522496533,10234
1294,Audi, A,Semi-Auto,,,3000.0,145.0,34.9,2.0,71.0,2.0,35000
1809,VW,Polo,Manual,Petrol,2019.0,2500.0,145.0,48.7,1.0,94.0,0.0,13900
791,VW,,Semi-Auto,Petrol,2020.0,3200.0,145.0,47.1,,34.0,1.0,20891
792,Ford, Focus,Manual,Diesel,2018.0,20932.0,145.0,74.3,1.5,86.0,4.0,11998
3633,Audi, A1,Manual,Petrol,2017.0,18698.0,150.0,67.3,1.0,43.0,1.0,12000
1980,Mercedes, gla class,Semi-Auto,Petrol,2018.0,20062.0,145.0,50.4,,55.0,3.0,20250
3309,Audi, A1,Manual,Petrol,2018.0,8413.0,,56.5,1.4,32.0,2.0,13995
-380,Ope, astra,Manual,Petrol,2018.0,36557.0,145.0,45.6,1.6,44.0,3.0,11995
1530,VW, Tiguan,Manual,Diesel,2019.0,2000.0,145.0,47.9,2.0,85.0,1.0,21750
1410,VW, Golf,Manual,Petrol,2017.0,37951.0,150.0,,1.4,38.0,2.0,12990
3787,Opel, Mokka X,Manual,Petrol,2018.0,16000.0,145.0,39.2,1.4,61.0,3.0,11950
-281,Mercedes, C Class,utomatic,Diesel,2019.0,5971.0,,,2.0,93.0,2.0,29046
83,VW, Golf,Manual,Diesel,2015.0,46927.0,,68.9,1.6,95.0,1.0,8691
-66,Skoda, Superb,Semi-Auto,DIESEL,2019.0,21932.0,150.0,47.1,2.0,72.0,3.0,23495
2350,Toyota, Yaris,Manual,,2019.0,5395.0,,47.9,1.5,68.0,0.0,11992
20,Opel, Mokka X,Manual,Diesel,2017.0,34495.0,20.0,68.9,1.6,48.0,0.0,10221
3357,Mercedes, A Class,Manual,Petrol,2017.0,18977.0,145.0,52.3,1.6,73.0,4.0,14089
3762,BMW, X7,Automatic,Diesel,2019.0,7278.0,145.0,31.4,3.0,31.0,4.0,74480
1562,BMW, 1 Series,Semi-Auto,Diesel,2016.0,35441.0,30.0,65.7,2.0,60.0,3.0,13998
973,Opel, Grandland X,Automatic,Diesel,2019.0,8080.0,150.0,57.7,1.5,30.0,2.0,15995
1710,Audi, A1,Semi-Auto,Petrol,2019.0,11.0,145.0,40.9,2.0,75.0,1.0,22453
3372,Hyundai, I10,Manual,Petrol,2015.0,44444.0,30.0,57.6,1.2,61.0,3.0,6500
1098,Mercedes, A Class,Manual,Petrol,2019.0,1738.0,145.0,47.1,1.3,74.0,,21999
3572,Toyota, C-HR,Manual,Petrol,2019.0,12887.0,145.0,41.5,1.2,31.0,2.0,16995
2844,Opel, Mokka ,Manual,Petrol,2018.0,33662.0,145.0,39.2,1.4,68.0,2.0,12933
886,Toyota, C-HR,Automatic,Hybrid,2017.0,9000.0,135.0,74.3,1.8,1.638913092023202,0.0,20491
3114,BMW, X4,Semi-Auto,Diesel,2020.0,999.0,145.0,37.2,3.0,68.0,2.0,46995
-218,BMW, 3 Series,unknown,Petrol,2017.0,33131.0,125.0,54.3,1.5,80.0,2.0,13750
-2,BMW, 5 Series,Semi-Auto,etrol,2019.0,7998.0,145.0,50.4,2.0,46.0,0.0,40985
515,Opel, Zafir,Manual,Diesel,2006.0,100000.0,235.0,45.6,1.9,56.0,0.0,2395
737,Skoda, Karoq,Manual,Diesel,2019.0,4099.0,,42.8,2.0,90.0,0.0,23990
1453,Ford, Fiesta,Manual,Petrol,2013.0,48438.0,30.0,,1.2,34.0,3.0,6100
3364,VW, Polo,Semi-Auto,Petrol,2019.0,3389.0,145.0,39.8,2.0,34.0,3.0,19999
-329,MW, 3 Series,Semi-Auto,Diesel,2020.0,5656.0,145.0,52.3,2.0,39.0,3.0,28990
2506,Toyota, Auris,Manual,Petrol,2015.0,50119.0,30.0,58.9,1.2,59.0,0.0,8199
2126,Audi, A1,,Diesel,2016.0,14722.0,20.0,72.4,1.6,88.0,3.0,13180
906,Ford, Fiesta,Manual,Petrol,2016.0,29812.0,0.0,65.7,1.0,39.0,2.0,11000
-598,, Mokka X,unknown,Petrol,2019.0,7593.0,145.0,39.2,1.4,40.0,1.0,14495
3807,BMW, X1,Automatic,Diesel,2014.0,58599.0,160.0,51.4,2.0,44.0,3.0,11499
2507,Ford, Focus,Semi-Auto,Petrol,2017.0,12582.0,125.0,51.4,1.0,83.0,3.0,11817
2428,VW, Polo,Manual,Petrol,2017.0,11768.0,150.0,60.1,1.0,92.0,0.0,9991
947,Ford, Fiesta,Manual,Petrol,2016.0,29699.0,125.0,54.3,1.2,95.0,4.0,6950
3220,Ford, Fiesta,Manual,Petrol,2018.0,24608.0,,65.7,1.0,93.0,3.0,10999
3447,Audi, RS3,Automatic,Petrol,2018.0,17515.0,145.0,34.0,2.5,81.0,3.0,36490
715,Audi, A5,Automatic,Diesel,2020.0,10.0,145.0,47.1,2.0,68.0,0.0,30990
-364,Skoda, Yeti,Semi-Aut,Petrol,2016.0,30367.0,125.0,51.4,1.2,65.0,2.0,12370
686,Opel, Corsa,Manual,Petrol,2017.0,22500.0,150.0,54.3,1.4,78.0,1.0,7289
703,Skoda, Octavia,Semi-Auto,Petrol,2020.0,10.0,150.0,46.3,1.5,2.72515271650839,3.0,19000
2353,Opel, Insignia,Manual,Petrol,2018.0,31637.0,145.0,47.1,1.5,65.0,3.0,12998
2257,Hyundai, I10,Manual,Petrol,2018.0,8239.0,,,1.0,81.0,2.0,7990
3895,Mercedes, CLS Class,Automatic,Diesel,2016.0,32232.0,160.0,,3.0,30.0,1.0,22480
21,Opel, Viva,Manual,Petrol,2018.0,4421.0,145.0,60.1,1.0,83.0,1.0,8200
2752,BMW, 3 Series,Manual,Diesel,2016.0,93760.0,20.0,72.4,2.0,30.0,3.0,9195
885,VW, Touareg,Automatic,Diesel,2019.0,99.0,145.0,34.5,3.0,33.0,1.0,41995
3951,Ford, Focus,Manual,Petrol,2017.0,14728.0,145.0,51.4,1.5,72.0,0.0,12250
917,Ford, Kuga,Manual,Diesel,2015.0,81547.0,,54.3,2.0,95.0,3.0,10620
3181,VW, Passat,,Diesel,2019.0,3433.0,145.0,47.9,2.0,49.0,2.0,22941
-316,ford, Focus,Manual,Diesel,2014.0,39000.0,0.0,74.3,1.5,97.0,0.0,7820
2239,VW, Touran,Manual,,2019.0,11145.0,145.0,51.4,1.6,52.0,3.0,20155
3252,Toyota, RAV4,Automatic,Hybrid,2019.0,7735.0,135.0,49.6,2.5,71.0,2.0,33892
1265,Hyundai, Tucson,Manual,Petrol,2019.0,90.0,145.0,34.9,1.6,87.0,4.0,23695
483,Opel, Mokka X,Manual,Petrol,2019.0,6417.0,145.0,39.2,1.4,62.0,0.0,14515
3875,VW, Golf,Manual,Petrol,2015.0,32678.0,30.0,53.3,1.4,32.0,4.0,10480
1219,Ford, Focus,Automatic,Petrol,2017.0,24776.0,145.0,46.3,1.5,62.0,0.0,12030
277,Skoda, Citigo,Manual,Petrol,2015.0,25373.0,20.0,62.8,1.0,68.0,3.0,5995
988,Mercedes, CL Class,Semi-Auto,Diesel,2019.0,13780.0,145.0,,2.2,74.0,4.0,25495
2084,BMW, 1 Series,Manual,Petrol,2019.0,8617.0,145.0,44.1,1.5,69.0,2.0,20980
1245,Ford, focus,Manual,Petrol,2017.0,26807.0,145.0,60.1,1.0,49.0,2.0,11700
2382,Skoda, Citigo,,Petrol,2016.0,27514.0,20.0,62.8,1.0,88.0,0.0,5990
571,BMW, X4,Semi-Auto,Diesel,2019.0,7141.0,,,2.0,51.0,3.0,33995
1435,Opel, Corsa,Manual,Petrol,2017.0,18144.0,30.0,54.3,1.4,96.0,3.0,7998
993,Ford, Fiesta,Manual,Petrol,2016.0,32560.0,,62.8,1.0,71.0,0.0,8000
2927,Mercedes, GLC Class,Automatic,Diesel,2015.0,48500.0,,56.5,2.1,44.0,3.0,21999
-128,Mercede, C Class,Automatic,PETROL,2019.0,650.0,145.0,46.3,1.5,77.0,4.0,26289
585,Skoda, Scala,Manual,Petrol,2020.0,2217.0,145.0,49.6,1.0,78.0,3.0,16750
3650,Mercedes, GLC Class,Semi-Auto,Diesel,2015.0,,125.0,56.5,2.1,51.0,1.0,22990
2514,Ford, Kuga,Manual,Diesel,2017.0,22811.0,125.0,60.1,2.0,50.0,2.0,14695
1349,Opel, Corsa,Manual,Petrol,,45115.0,145.0,48.7,1.2,81.0,0.0,2895
1007,VW, Up,Manual,Petrol,2020.0,1000.0,145.0,54.3,1.0,45.0,2.0,10500
674,Toyota, Avensis,Manual,Diesel,2016.0,56501.0,20.0,67.3,1.6,82.0,4.0,9295
2412,Hyundai, I10,Semi-Auto,Petrol,2018.0,8500.0,150.0,,1.2,87.0,4.0,10495
2903,Audi, S3,Manual,Petrol,2015.0,48800.0,205.0,39.8,2.0,59.0,1.0,17950
447,Toyota, C-HR,Automatic,Hybrid,2017.0,30612.0,135.0,74.3,1.8,78.0,4.0,19995
3729,Skoda, Yeti,Semi-Auto,Petrol,2016.0,20967.0,,51.4,1.2,47.0,1.0,10747
3182,VW, Tiguan,Manual,Diesel,2018.0,12535.0,145.0,58.9,2.0,88.0,0.0,23495
3880,Ford, Fiesta,Manual,Petrol,2019.0,7584.0,145.0,58.9,1.0,64.0,1.0,19000
2064,Hyundai, I800,Automatic,Diesel,2018.0,32420.0,145.0,28.0,2.5,30.0,0.0,15749
-99,Mercedes, GLE Class,Semi-Auto,diesel,2017.0,10689.0,145.0,39.2,3.723712168624484,39.0,0.0,39699
3260,VW, Tiguan Allspace,Semi-Auto,Petrol,2019.0,1633.0,150.0,35.8,1.5,78.0,0.0,28242
1690,BMW, 2 Series,Automatic,,,123.0,145.0,,2.0,43.0,2.0,21773
1548,Opel, Zafira,Manual,Petrol,2013.0,26267.0,200.0,42.2,1.6,63.0,2.0,5999
1247,Ford, Kuga,Automatic,Petrol,2016.0,4618.0,235.0,38.2,1.5,,4.0,17790
1985,Ford, Fiesta,Manual,Petrol,2018.0,10230.0,145.0,58.9,1.0,49.0,0.0,11997
294,VW, Polo,Manual,Petrol,2017.0,27599.0,150.0,58.9,1.0,77.0,1.0,9290
1547,Ford, Fiesta,Manual,Petrol,2018.0,13870.0,145.0,56.5,1.0,89.0,0.0,11500
2012,Skoda,,Automatic,Petrol,2019.0,4217.0,145.0,40.4,1.0,33.0,4.0,22299
588,Skoda, Fabia,Manual,Petrol,2019.0,2323.0,,57.7,,87.0,1.0,10995
2403,Hyundai, I10,Manual,Petrol,2019.0,10.0,145.0,49.6,1.0,53.0,1.0,9491
2129,Mercedes, CLA Class,Automatic,Diesel,2014.0,45000.0,30.0,62.8,2.1,73.0,4.0,15990
3968,VW, Golf,Semi-Auto,Petrol,2015.0,43426.0,30.0,53.3,1.4,36.0,2.0,11295
3802,Mercedes, GLC Class,Automatic,Diesel,2016.0,52852.0,125.0,56.5,2.1,87.0,0.0,21750
2719,Ford, Focus,Semi-Auto,Diesel,2017.0,26482.0,150.0,74.3,1.5,77.0,4.0,12390
425,VW, Golf,Automatic,Diesel,2019.0,8000.0,145.0,52.3,2.0,58.0,4.0,23950
2582,Ford, Fiesta,Manual,Petrol,2017.0,22617.0,,65.7,1.0,66.0,4.0,9695
1054,Toyota, Avensis,Manual,Diesel,2017.0,43795.0,,67.3,1.6,63.0,0.0,9800
3359,Ford,Fiesta,Manual,Petrol,2015.0,42627.0,20.0,62.8,1.0,80.0,3.0,7791
-389,Ford, Fiesta,Manual,PETROL,2018.0,11143.0,145.0,65.7,1.0,87.0,0.0,10499
556,Opel, Zafira Tourer,Manual,Petrol,2017.0,6527.0,150.0,41.5,1.4,45.0,2.0,12190
-220,For, Focus,Manual,Diesel,2015.0,49105.0,0.0,74.3,1.5,76.0,0.0,8998
3382,Ford, Ka+,Manual,Petrol,2019.0,1196.0,145.0,43.5,1.2,66.0,3.0,9950
-341,Opel, Mokka X,Manua,Petrol,2017.0,35323.0,145.0,47.1,1.4,78.0,1.0,10850
3605,, T-ROC,Semi-Auto,Diesel,2019.0,3831.0,,49.6,2.0,50.0,1.0,22990
-339,Opel, Corsa,Automatic,etrol,2018.0,4300.0,145.0,39.8,1.4,45.0,,12995
3504,Ford, Fiesta,Manual,Petrol,2015.0,45837.0,125.0,54.3,1.2,77.0,4.0,7999
1193,Hyundai, Tucson,Manual,Petrol,2019.0,3966.0,145.0,34.9,1.6,98.0,,17500
1716,Opel, Corsa,Manual,Petrol,2018.0,23332.0,145.0,55.4,1.4,80.0,2.0,9500
